Mod:Item:MetaData, Localized Name
galaxyspace:europablocks:4, Silicon Ore
galaxyspace:europablocks:5, Aluminum Ore
galaxyspace:europablocks:6, tile.europa_surface_ice_2.name
galaxyspace:europa_geyser, エウロパの間欠泉
galaxyspace:europa_uwgeyser, エウロパの間欠泉
galaxyspace:ganymedeblocks:0, Ganymede Surface Rock
galaxyspace:ganymedeblocks:1, Ganymede Stone
galaxyspace:ganymedeblocks:2, Magnesium Ore
galaxyspace:ganymedeblocks:3, Ilmenite Ore
galaxyspace:callistoblocks:0, Callisto Surface Rock
galaxyspace:callistoblocks:1, Callisto Stone
galaxyspace:enceladusblocks:0, Enceladus Ice
galaxyspace:enceladusblocks:1, Enceladus Subsurface Rock
galaxyspace:enceladusblocks:2, Coal Ore
galaxyspace:enceladus_crystal, 未知の結晶
galaxyspace:titanblocks:0, Titan Surface Rock
galaxyspace:titanblocks:1, Titan Subsurface Rock
galaxyspace:titanblocks:2, Titan Stone
galaxyspace:titanblocks:3, Sapphire Ore
galaxyspace:titanblocks:4, Emerald Ore
galaxyspace:titanblocks:5, Diamond Ore
galaxyspace:titanblocks:6, Coal Ore
galaxyspace:titanblocks:7, Lapis Ore
galaxyspace:titanblocks:8, Redstone Ore
galaxyspace:mirandablocks:0, Miranda Surface Rock
galaxyspace:mirandablocks:1, Miranda Subsurface Rock
galaxyspace:mirandablocks:2, Miranda Stone
galaxyspace:mirandablocks:3, Iron Ore
galaxyspace:mirandablocks:4, Dolomite Ore
galaxyspace:mirandablocks:5, Diamond Ore
galaxyspace:mirandablocks:6, Quartz Ore
galaxyspace:mirandablocks:7, Cobalt Ore
galaxyspace:mirandablocks:8, Nickel Ore
galaxyspace:mirandablocks:9, Miranda Surface Rock
galaxyspace:mirandablocks:10, Miranda Surface Rock
galaxyspace:mirandablocks:11, Miranda Subsurface Rock
galaxyspace:mirandablocks:12, Miranda Subsurface Rock
galaxyspace:mirandablocks:13, Miranda Stone
galaxyspace:mirandablocks:14, Miranda Stone
galaxyspace:mirandablocks:15, Miranda Ice
galaxyspace:tritonblocks:0, Triton Surface Rock
galaxyspace:tritonblocks:1, Triton Subsurface Rock
galaxyspace:tritonblocks:2, Triton Stone
galaxyspace:tritonblocks:3, Triton Geyser
galaxyspace:tritonblocks:4, Triton Small Geyser
galaxyspace:gs_basic:0, Blank Fuel Tank
galaxyspace:gs_basic:1, Solar Flare Module
galaxyspace:gs_basic:2, Solar Flare
galaxyspace:gs_basic:3, Dolomite Crystal
galaxyspace:gs_basic:4, Dolomite Meal
galaxyspace:gs_basic:5, Modern Wafer
galaxyspace:gs_basic:6, Hematite
galaxyspace:gs_basic:7, Sulfur
galaxyspace:gs_basic:8, Unknown Crystal Shard
galaxyspace:gs_basic:9, Antiradiation Tablets
galaxyspace:gs_basic:10, Schematics Box
galaxyspace:gs_basic:11, Blank Module
galaxyspace:gs_basic:12, Volcanic Shard
galaxyspace:gs_basic:13, Meteoric Iron Fragments
galaxyspace:gs_basic:14, Blank Schematic
galaxyspace:gs_basic:15, Uranium
galaxyspace:gs_basic:16, Prototype Controller Shield
galaxyspace:gs_basic:17, Ice Bucket
galaxyspace:gs_basic:18, Portable Emergency Teleport
galaxyspace:gs_basic:19, [WIP] Info-Pad
galaxyspace:gs_basic:20, Advanced Emergency Kit
galaxyspace:gs_basic:21, Thermal Cloth
galaxyspace:gs_basic:22, Thermal Cloth
galaxyspace:gs_basic:23, Oxygen Ice Shard
galaxyspace:gs_basic:24, Nitrogen Ice Shard
galaxyspace:gs_basic:25, Methane Ice Shard
galaxyspace:gs_basic:26, Hydrogen Ice Shard
galaxyspace:gs_basic:27, Dry Ice Shard
galaxyspace:gs_basic:28, Colonist's Kit
galaxyspace:gs_basic:29, Empty Plasma Cell
galaxyspace:gs_basic:30, Filled Plasma Cell
galaxyspace:gs_basic:31, Wolf Thermal Suit
galaxyspace:gs_basic:32, Animal Cage
galaxyspace:gs_basic:33, Iron Fan
galaxyspace:gs_basic:34, Steel Fan
galaxyspace:gs_basic:35, Plastic Fan
galaxyspace:gs_basic:36, Carbon Fan
galaxyspace:gs_basic:37, Raw Plastic
galaxyspace:gs_basic:38, Plastic Fragment
galaxyspace:ingots:0, Cobalt Ingot
galaxyspace:ingots:1, Magnesium Ingot
galaxyspace:ingots:2, Nickel Ingot
galaxyspace:nuggets:0, Cobalt Nugget
galaxyspace:nuggets:1, Magnesium Nugget
galaxyspace:nuggets:2, Nickel Nugget
galaxyspace:hdp:0, Heavy Duty Plate
galaxyspace:hdp:1, Heavy Duty Plate
galaxyspace:hdp:2, Heavy Duty Plate
galaxyspace:compressed_plates:0, Compressed Coal
galaxyspace:compressed_plates:1, Compressed Cobalt
galaxyspace:compressed_plates:2, Compressed Magnesium
galaxyspace:compressed_plates:3, Compressed Nickel
galaxyspace:compressed_plates:4, Compressed "SDHC-120" Alloy
galaxyspace:rocket_modules:0, Tier 1 Lander
galaxyspace:rocket_modules:1, Tier 2 Lander
galaxyspace:rocket_modules:2, Tier 3 Lander
galaxyspace:rocket_modules:3, Small Fuel Canister
galaxyspace:rocket_modules:4, Ion Engine
galaxyspace:rocket_modules:5, [WIP] Plasma Engine
galaxyspace:rocket_modules:6, Sublight Engine
galaxyspace:rocket_modules:7, [WIP] Black Hole Engine
galaxyspace:rocket_modules:8, Rocket License
galaxyspace:rocket_modules:9, Rocket License
galaxyspace:rocket_modules:10, Rocket License
galaxyspace:rocket_parts:0, Durable Nose Cone
galaxyspace:rocket_parts:1, Durable Rocket Body
galaxyspace:rocket_parts:2, Durable Rocket Engine
galaxyspace:rocket_parts:3, Heavy Booster
galaxyspace:rocket_parts:4, Durable Rocket Vane
galaxyspace:rocket_parts:5, Durable Nose Cone
galaxyspace:rocket_parts:6, Durable Rocket Body
galaxyspace:rocket_parts:7, Durable Rocket Engine
galaxyspace:rocket_parts:8, Heavy Booster
galaxyspace:rocket_parts:9, Durable Rocket Vane
galaxyspace:rocket_parts:10, Durable Nose Cone
galaxyspace:rocket_parts:11, Durable Rocket Body
galaxyspace:rocket_parts:12, Durable Rocket Engine
galaxyspace:rocket_parts:13, Heavy Booster
galaxyspace:rocket_parts:14, Durable Rocket Vane
galaxyspace:rocket_parts:15, Durable Nose Cone
galaxyspace:rocket_parts:16, Durable Rocket Body
galaxyspace:rocket_parts:17, Durable Rocket Engine
galaxyspace:rocket_parts:18, Heavy Booster
galaxyspace:rocket_parts:19, Durable Rocket Vane
galaxyspace:schematics:5, NASA Workbench Schematic
galaxyspace:schematics:6, NASA Workbench Schematic
galaxyspace:dungeon_keys:0, Dungeon Key
galaxyspace:dungeon_keys:1, Dungeon Key
galaxyspace:upgrades:0, Module "Expander"
galaxyspace:upgrades:1, Module "Stabilization"
galaxyspace:upgrades:2, Module "Speed"
galaxyspace:upgrades:3, Module "Energy"
galaxyspace:advanced_battery, 高性能電池
galaxyspace:modern_battery, 最新式電池
galaxyspace:extra_battery, 最上級電池
galaxyspace:ultimate_battery, 究極型電池
galaxyspace:hydrogen_canister:1, Hydrogen Canister
galaxyspace:ethane_canister:1, Ethane Canister
galaxyspace:em_canister:1, Ethane-Methane Canister
galaxyspace:helium_canister:1, Helium-3 Canister
galaxyspace:hh_canister:1, Helium-Hydrogen Canister
galaxyspace:naturegas_canister:1, Nature Gas Canister
galaxyspace:oxygen_tank_4, 超大型酸素タンク
galaxyspace:oxygen_tank_5, 究極型酸素タンク
galaxyspace:oxygen_tank_6, 超究極酸素タンク
galaxyspace:oxygen_tank_epp_1, エコ酸素タンク
galaxyspace:rocket_tier_4:0, Tier 4 Rocket
galaxyspace:rocket_tier_4:1, Tier 4 Rocket
galaxyspace:rocket_tier_4:2, Tier 4 Rocket
galaxyspace:rocket_tier_4:3, Tier 4 Rocket
galaxyspace:rocket_tier_4:4, Tier 4 Rocket
galaxyspace:rocket_tier_5:0, Tier 5 Rocket
galaxyspace:rocket_tier_5:1, Tier 5 Rocket
galaxyspace:rocket_tier_5:2, Tier 5 Rocket
galaxyspace:rocket_tier_5:3, Tier 5 Rocket
galaxyspace:rocket_tier_5:4, Tier 5 Rocket
galaxyspace:rocket_tier_6:0, Tier 6 Rocket
galaxyspace:rocket_tier_6:1, Tier 6 Rocket
galaxyspace:rocket_tier_6:2, Tier 6 Rocket
galaxyspace:rocket_tier_6:3, Tier 6 Rocket
galaxyspace:rocket_tier_6:4, Tier 6 Rocket
galaxyspace:rocket_tier_6:0, Tier 6 Rocket
galaxyspace:mars_rover, 火星探査車
galaxyspace:space_suit_head, 宇宙服 ヘルメット
galaxyspace:space_suit_chest, 宇宙服 チェストプレート
galaxyspace:space_suit_legs, 宇宙服 レギンス
galaxyspace:space_suit_feet, 宇宙服 ブーツ
galaxyspace:space_suit_light_head, Light SpaceSuit Helmet
galaxyspace:space_suit_light_chest, Light SpaceSuit Chestplate
galaxyspace:space_suit_light_legs, Light SpaceSuit Leggings
galaxyspace:space_suit_light_feet, Light SpaceSuit Boots
galaxyspace:cobalt_helmet, コバルトのヘルメット
galaxyspace:cobalt_chest, コバルトのチェストプレート
galaxyspace:cobalt_legs, コバルトのレギンス
galaxyspace:cobalt_boots, コバルトのブーツ
galaxyspace:thermal_padding_t3:0, Thermal Padding Helm
galaxyspace:thermal_padding_t3:1, Thermal Padding Chestpiece
galaxyspace:thermal_padding_t3:2, Thermal Padding Leggings
galaxyspace:thermal_padding_t3:3, Thermal Padding Boots
galaxyspace:thermal_padding_t4:0, Thermal Padding Helm
galaxyspace:thermal_padding_t4:1, Thermal Padding Chestpiece
galaxyspace:thermal_padding_t4:2, Thermal Padding Leggings
galaxyspace:thermal_padding_t4:3, Thermal Padding Boots
galaxyspace:cobalt_sword, コバルトの剣
galaxyspace:cobalt_axe, コバルトの斧
galaxyspace:cobalt_pickaxe, コバルトのツルハシ
galaxyspace:cobalt_spade, コバルトのシャベル
galaxyspace:cobalt_hoe, コバルトのクワ
galaxyspace:plasma_sword, Plasma Sword
galaxyspace:plasma_axe, Plasma Axe
galaxyspace:plasma_pickaxe, Plasma Pickaxe
galaxyspace:jetpack, エレクトリック ジェットパック
galaxyspace:geo_scanner:100, Geological Scanner
galaxyspace:gas_extractor:100, Gas Extractor
galaxyspace:barnarda_c_grasses:0, Barnarda C Grass
galaxyspace:barnarda_c_grasses:1, tile.barnarda_c_grass_1.name
galaxyspace:barnarda_c_blocks:0, Barnarda C Dirt
galaxyspace:barnarda_c_blocks:1, Barnarda C Stone
galaxyspace:barnarda_c_blocks:2, [WIP] Barnarda C Sandstone
galaxyspace:barnarda_c_blocks:3, [WIP] Barnarda C Dirt
galaxyspace:barnarda_c_blocks:4, Barnarda C Cobblestone
galaxyspace:barnarda_c_blocks:5, Barnarda C Stone Bricks
galaxyspace:barnarda_c_blocks:6, Barnarda C Wood Planks
galaxyspace:barnarda_c_falling_blocks:0, Barnarda C Sand
galaxyspace:barnarda_c_test_log, バーナードCの菫色の原木
galaxyspace:barnarda_c_birch_log, tile.barnarda_c_birch_log.name
galaxyspace:barnarda_c_cactus, tile.barnarda_c_cactus.name
galaxyspace:barnarda_c_test_glow_log, バーナードCの紫色のグロウウッド
galaxyspace:barnarda_c_dandelions:0, Barnarda C Grass
galaxyspace:barnarda_c_dandelions:1, Barnarda C Hopper Flower
galaxyspace:barnarda_c_dandelions:2, Barnarda C Green Fern
galaxyspace:barnarda_c_dandelions:3, Barnarda C Red Fern
galaxyspace:barnarda_c_dandelions:4, Barnarda C Light Balls
galaxyspace:barnarda_c_dandelions:5, Barnarda C Leaves Balls
galaxyspace:barnarda_c_dandelions:6, Barnarda C Desert Flower
galaxyspace:barnarda_c_dandelions:8, Barnarda C Yellow Grass
galaxyspace:barnarda_c_dandelions:12, Violet Tree Sapling
galaxyspace:barnarda_c_dandelions:13, tile.barnarda_c_tallgrass_dark.name
galaxyspace:barnarda_c_glow_dandelions:0, Barnarda C Glow Plant
galaxyspace:barnarda_c_glow_dandelions:1, Barnarda C Glow Plant
galaxyspace:barnarda_c_glow_dandelions:2, Barnarda C Glow Plant
galaxyspace:barnarda_c_glow_dandelions:3, Barnarda C Glow Plant
galaxyspace:barnarda_c_leaves:0, Barnarda C Leaves
galaxyspace:barnarda_c_farmland, バーナードCの耕地
galaxyspace:barnarda_c_water_grass, tile.barnarda_c_water_grass.name
galaxyspace:barnarda_c_ores:0, Coal Ore
galaxyspace:barnarda_c_ores:1, Iron Ore
galaxyspace:barnarda_c_ores:2, Gold Ore
galaxyspace:barnarda_c_ores:3, Redstone Ore
galaxyspace:barnarda_c_ores:4, Lapis Ore
galaxyspace:barnarda_c_ores:5, Diamond Ore
galaxyspace:barnarda_c_ores:6, Silicon Ore
galaxyspace:barnarda_c_ores:7, Copper Ore
galaxyspace:barnarda_c_ores:8, Tin Ore
galaxyspace:barnarda_c_ores:9, Aluminum Ore
galaxyspace:barnarda_c_ores:10, Quartz Ore
galaxyspace:barnarda_c_ores:11, Cobalt Ore
galaxyspace:barnarda_c_ores:12, Nickel Ore
galaxyspace:barnarda_c_violet_trapdoor, Barnarda C Trapdoor
galaxyspace:br_basic:0, Violet Reeds
galaxyspace:br_basic:1, Lichen
galaxyspace:br_basic:2, Tree Juice
galaxyspace:br_foods:0, Yellow Fruits
galaxyspace:barnarda_c_violet_door, Barnarda C Door
galaxyspace:tauceti_f_blocks:0, Tau Ceti F Dirt
galaxyspace:tauceti_f_blocks:1, Tau Ceti F Grass
galaxyspace:tauceti_f_blocks:2, Tau Ceti F Stone
galaxyspace:tauceti_f_watergrass:0, Red Algae
galaxyspace:tauceti_f_watergrass:1, Algae Base
galaxyspace:tauceti_f_watergrass:2, Algae
galaxyspace:tauceti_f_watergrass:3, Algae Top
galaxyspace:tauceti_f_watergrass:4, Slime Algae Base
galaxyspace:tauceti_f_watergrass:5, Slime Algae Top
galaxyspace:tauceti_f_watergrass:6, Thick Algae
galaxyspace:tauceti_f_watergrass:7, Small Kelp
galaxyspace:tauceti_f_corals:0, Brain Coral
galaxyspace:tauceti_f_corals:1, Brain Coral Fan
galaxyspace:tauceti_f_corals:2, Bubble Coral
galaxyspace:tauceti_f_corals:3, Bubble Coral Fan
galaxyspace:tauceti_f_corals:4, Fire Coral
galaxyspace:tauceti_f_corals:5, Fire Coral Fan
galaxyspace:tauceti_f_corals:6, Horn Coral
galaxyspace:tauceti_f_corals:7, Horn Coral Fan
galaxyspace:tauceti_f_corals:8, Tube Coral
galaxyspace:tauceti_f_corals:9, Tube Coral Fan
galaxyspace:tauceti_f_corals:10, Sponge Coral
galaxyspace:proxima_b_blocks:0, Surface
galaxyspace:proxima_b_blocks:1, Subsurface
galaxyspace:proxima_b_blocks:2, Stone
galaxyspace:proxima_b_blocks:3, Ice Surface
galaxyspace:proxima_b_blocks:4, Ash Rock
galaxyspace:proxima_b_blocks:5, Gold Ore
galaxyspace:proxima_b_blocks:6, Tin Ore
galaxyspace:proxima_b_blocks:7, Copper Ore
galaxyspace:proxima_b_blocks:8, Coal Ore
galaxyspace:proxima_b_blocks:9, Silicon Ore
galaxyspace:proxima_b_blocks:10, Diamond Ore
galaxyspace:proxima_b_blocks:11, Rocky Surface
galaxyspace:proxima_b_blocks:12, Mushroom Skin
galaxyspace:proxima_b_blocks:13, Mushroom Geyser
galaxyspace:proxima_b_blocks:14, Mud
galaxyspace:proxima_b_log_1, 焦げた木
galaxyspace:proxima_b_log_2, 凍った木
galaxyspace:proxima_b_mushroom_log, Mushroom Stem
galaxyspace:proxima_b_grasses, Grass
galaxyspace:proxima_b_dandelions:0, Red Tallgrass
galaxyspace:proxima_b_dandelions:1, Red Tallgrass
galacticraftcore:unlit_torch_stone, 石の松明
galacticraftcore:unlit_torch_stone_lit, 石の松明
baubles:baublesring:0, Bauble (Ring)
betterp2p:advanced_memory_card, Advanced Memory Card
betterquesting:placeholder, Item Placeholder
betterquesting:extra_life:0, Extra Life
betterquesting:extra_life:1, Half Heart
betterquesting:extra_life:2, Quarter Heart
betterquesting:guide_book, Better Questing Starter Guide
bq_standard:loot_chest, Loot Chest
betterquesting:quest_book, Quest Book
betterquesting:submit_station, Object Submission Station (OSS)
buildinggadgets:buildingtool, ビルディングガジェット
buildinggadgets:exchangertool, エクスチェンジガジェット
buildinggadgets:copypastetool, コピー/ペーストガジェット
buildinggadgets:templatemanager, テンプレートマネージャ
buildinggadgets:template, テンプレート
buildinggadgets:destructiontool, デストラクションガジェット
buildinggadgets:constructionblock_dense, 高密度建材ブロック
buildinggadgets:constructionblock, 建材ブロック
buildinggadgets:constructionblockpowder, 建材ブロックパウダー
buildinggadgets:constructionpaste, 建材ペースト
buildinggadgets:construction_chunk_dense, 高密度建材チャンク
buildinggadgets:constructionpastecontainer, ペーストコンテナ
buildinggadgets:constructionpastecontainert2, ペーストコンテナ T2
buildinggadgets:constructionpastecontainert3, ペーストコンテナ T3
buildinggadgets:constructionpastecontainercreative, クリエイティブペーストコンテナ
computercraft:computer:0, Computer
computercraft:computer:16384, Advanced Computer
computercraft:command_computer:0, Command Computer
computercraft:pocket_computer:0, Pocket Computer
computercraft:pocket_computer:0, Wireless Pocket Computer
computercraft:pocket_computer:0, Ender Pocket Computer
computercraft:pocket_computer:0, Noisy Pocket Computer
computercraft:pocket_computer:1, Advanced Pocket Computer
computercraft:pocket_computer:1, Advanced Wireless Pocket Computer
computercraft:pocket_computer:1, Advanced Ender Pocket Computer
computercraft:pocket_computer:1, Advanced Noisy Pocket Computer
computercraft:turtle_expanded:0, Turtle
computercraft:turtle_expanded:0, Mining Turtle
computercraft:turtle_expanded:0, Felling Turtle
computercraft:turtle_expanded:0, Melee Turtle
computercraft:turtle_expanded:0, Digging Turtle
computercraft:turtle_expanded:0, Farming Turtle
computercraft:turtle_expanded:0, Crafty Turtle
computercraft:turtle_expanded:0, Wireless Turtle
computercraft:turtle_expanded:0, Ender Turtle
computercraft:turtle_expanded:0, Noisy Turtle
computercraft:turtle_advanced:0, Advanced Turtle
computercraft:turtle_advanced:0, Advanced Mining Turtle
computercraft:turtle_advanced:0, Advanced Felling Turtle
computercraft:turtle_advanced:0, Advanced Melee Turtle
computercraft:turtle_advanced:0, Advanced Digging Turtle
computercraft:turtle_advanced:0, Advanced Farming Turtle
computercraft:turtle_advanced:0, Advanced Crafty Turtle
computercraft:turtle_advanced:0, Advanced Wireless Turtle
computercraft:turtle_advanced:0, Advanced Ender Turtle
computercraft:turtle_advanced:0, Advanced Noisy Turtle
computercraft:printout:0, Printed Page
computercraft:printout:1, Printed Pages
computercraft:printout:2, Printed Book
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
